Review,Product,Review Text,Valence,Action,Object,Feature,Ability,Agent,Environment,0,Valence Checked,Action Checked,Feature Checked,Ability Checked,Agent Checked,Environment Checked,Object Checked,_merge
http://linked.aub.edu.lb/actionrec/Review/0d00fa78c830682c8c9a7a557d263fbb,"{'Lenovo - Legion Slim 5 14.5"" OLED Gaming Laptop - Ryzen 7 7840HS with 16GB Memory - NVIDIA GeForce RTX 4060 8GB with 1 TB SSD - Storm Grey'}",{'Out of the box this little powerhouse is bottlenecking due to only 16gb of ram. I have to severely optimize ram usage to play ant AAA game at desired settings. Do not purchase.. cant handle Diablo.'},negative,PlayAction,Leisure,RAM,PlayingAbility,Person,Universal,,negative,PlayAction,RAM,PlayingAbility,Person,Universal,Leisure,both
http://linked.aub.edu.lb/actionrec/Review/a5950510520dbaa1cbef88a11c117397,"{'Lenovo - Legion Slim 5 14.5"" OLED Gaming Laptop - Ryzen 7 7840HS with 16GB Memory - NVIDIA GeForce RTX 4060 8GB with 1 TB SSD - Storm Grey'}",{'So happy with this purchase. A performance beast but yet still lightweight enough to travel with. Decent battery life and very quite yet cool fan performance.'},positive,TravelAction,Work,Lightweight,TravelingAbility,Person,Universal,,positive,TravelAction,Lightweight,TravelingAbility,Person,Universal,Work,both
http://linked.aub.edu.lb/actionrec/Review/8324de375e47a6f254f6b723719c0d96,"{'Lenovo - Legion Slim 5 14.5"" OLED Gaming Laptop - Ryzen 7 7840HS with 16GB Memory - NVIDIA GeForce RTX 4060 8GB with 1 TB SSD - Storm Grey'}","{'It came with a problem related to the screen, it starts to flickering and then turns black. I have to wait like 2 hours to recover the display.'}",negative,UseAction,WorkTasks,ScreenQuality,UsingAbility,Person,Universal,,negative,UseAction,ScreenQuality,UsingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/81f302d7c4f0ef729cf5f8c2843719d9,"{'Lenovo - Legion Slim 5 14.5"" OLED Gaming Laptop - Ryzen 7 7840HS with 16GB Memory - NVIDIA GeForce RTX 4060 8GB with 1 TB SSD - Storm Grey'}",{'A great computer starts quickly and runs smoothly.'},positive,RunAction,ProgramObject,Speed,RunningAbility,Person,Universal,,positive,RunAction,Speed,RunningAbility,Person,Universal,ProgramObject,both
http://linked.aub.edu.lb/actionrec/Review/c44676ae719189f6713184c2ad5638f8,"{'Lenovo - Legion Slim 5 14.5"" OLED Gaming Laptop - Ryzen 7 7840HS with 16GB Memory - NVIDIA GeForce RTX 4060 8GB with 1 TB SSD - Storm Grey'}",{'Excellent laptop fast and amazing OLED screen. Fingerprint feature to turn on laptop.'},positive,TurnAction,WorkTasks,FingerprintScanner,TurningAbility,Person,Universal,,positive,TurnAction,FingerprintScanner,TurningAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/4ccbca365fee8d9a2c847e45b5fc329c,"{'Lenovo - Legion Slim 5 14.5"" OLED Gaming Laptop - Ryzen 7 7840HS with 16GB Memory - NVIDIA GeForce RTX 4060 8GB with 1 TB SSD - Storm Grey'}","{'Its good, small and compact.Runs ableton 11 and steam games smooth.'}",positive,RunAction,ProgramObject,GraphicsProcessingUnit,RunningAbility,Person,Universal,,positive,RunAction,GraphicsProcessingUnit,RunningAbility,Person,Universal,ProgramObject,both
http://linked.aub.edu.lb/actionrec/Review/0bf5e63bc71755ae553c0fffe3005b98,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}",{'Love this computer.  Fast but still learning how to use everything.'},positive,LearnAction,WorkTasks,,LearningAbility,Person,Universal,,positive,LearnAction,OperatingSystem,LearningAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/e5d8b56f7bbe5f2d690a56e52c1beebf,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}",{'Great picture...extremly satisfied with install!!!'},positive,InstallAction,ApplicationsDownload,,InstallingAbility,Person,Universal,,positive,InstallAction,Setup,InstallingAbility,Person,Universal,ApplicationsDownload,both
http://linked.aub.edu.lb/actionrec/Review/e30063eab2e4840ba433878572ed0867,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}",{'Easy to put together.So far runs everything I neede it to.'},positive,WorkAction,WorkTasks,Processor,WorkingAbility,Person,Universal,,positive,WorkAction,Processor,RunningAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/beb09ab9ba966f0c01f1b4678de7a816,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}",{'Works just as expected.   Takes up very little space.'},positive,WorkAction,WorkTasks,Size,WorkingAbility,Person,Universal,,positive,WorkAction,Size,WorkingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/7cca62521913df31296a5aa8440f4379,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}",{'This is a wonderful desk top to have for school and work from work. it has everything that i needed and affordable too. i am enjoying my first ever desktop. HP is the best so far so good no problem in this hood lol.'},positive,WorkAction,WorkTasks,PowerSource,WorkingAbility,Person,Home,,positive,WorkAction,PowerSource,WorkingAbility,Person,Home,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/ab08996088a4c28687983a519004dbd4,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}",{'great computer.  easy to use.  people at best buy were excellent helping us select and for all the set up.  We were very pleased with their service!'},positive,UseAction,WorkTasks,,UsingAbility,Person,Universal,,positive,UseAction,LaptopModel,UsingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/949d428b0eb2a95290d9a3eaa1e61c6c,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}",{'Great all-in-one computer. I love HP and this one is touch and easy to use. Having the camera hide and pop out is a nice touch.'},positive,UseAction,WorkTasks,EaseOfUsing,UsingAbility,Person,Universal,,positive,UseAction,EaseOfUsing,UsingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/401cc028c3888d6d329f128473bce439,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}","{'My old computer was 7 years old so it was time for a change. The best part of this all in one desktop is that there is only one power cord, so it looks very neat. You have to attach the base to the pole that holds the monitor with one screw, then the monitor snaps on. The base is nice and heavy so it won""t fall over. The speed is amazing. The camera can be pushed down for privacy. I love the touch screen as well.  So far so good and Geek Squad was great, they remoted in and helped me with the set up.'}",positive,PowerAction,WorkTasks,PowerCord,PoweringAbility,Person,Universal,,positive,PowerAction,PowerCord,PoweringAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/fbceffb8d9b64df561d605e93418ff92,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}",{'I really like the adjustable height on the screen.  The keyboard has a good feel compared to my previous keyboard.'},positive,AdjustAction,VideoObject,Screen,AdjustingAbility,Person,Home,,positive,AdjustAction,Screen,AdjustingAbility,Person,Home,VideoObject,both
http://linked.aub.edu.lb/actionrec/Review/89d013263f1fb63ade981f3fd63468ba,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}","{'It is a great mid grade computer, it runs smooth and the camera is a  plus.'}",positive,UseAction,WorkTasks,SmoothOperatingSystem,UsingAbility,Person,Universal,,positive,RunAction,SmoothOperatingSystem,UsingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/3c870c2f984a5ea9c342781c1990332e,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}","{'Decent, I love how it is touch screen but the computer glitches out sometimes with the mouse'}",negative,UseAction,WorkTasks,TouchScreen,UsingAbility,Person,Universal,,negative,WorkAction,Mouse,UsingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/d48d6b22b56e9bfb931a49628ec0e6b9,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}","{'I needed a new computer in a hurry as mine crashed. I purchased this as it was exactly what I was looking for. It^s worked out great, very happy with how it functions. No problems whatsoever and screen is clear and bright.'}",positive,ViewAction,MediaObject,ScreenQuality,ViewingAbility,Person,Home,,positive,ViewAction,ScreenQuality,ViewingAbility,Person,Universal,MediaObject,both
http://linked.aub.edu.lb/actionrec/Review/8cd20a3ea73f824755a84ed4a20ba1f1,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}","{'Compact design, full functionality , excellent storage capabiity!  Space saver on desk top area! Was on sale as added bonus!'}",positive,PlaceAction,WorkTasks,CompactSize,PuttingAbility,Person,Home,,positive,PlaceAction,CompactSize,PuttingAbility,Person,Home,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/1d650e7854c0d2f3f907739bbc65cfef,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}",{'Excelleny computer gor yhe money. Does all home chores etc.  quickly'},positive,UseAction,WorkTasks,,UsingAbility,Person,Home,,positive,UseAction,LaptopModel,UsingAbility,Person,Home,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/4cb6c518cd0c93cda86f6f2ead2758cf,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}",{'it was east to install. just plug it in and let Bluetooth do the rest.'},positive,InstallAction,ApplicationsDownload,,InstallingAbility,Person,Universal,,positive,InstallAction,Setup,InstallingAbility,Person,Universal,ApplicationsDownload,both
http://linked.aub.edu.lb/actionrec/Review/4cb6c518cd0c93cda86f6f2ead2758cf,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}",{'it was east to install. just plug it in and let Bluetooth do the rest.'},positive,InstallAction,ApplicationsDownload,,InstallingAbility,Person,Universal,,positive,InstallAction,Setup,InstallingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/92008d722f1d3d5486ce8738de5638c8,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}","{'Wonderful, easy use for my grandson, screen great for him to view with his medical conditions'}",positive,UseAction,WorkTasks,,UsingAbility,Person,Universal,,positive,UseAction,EaseOfUsing,UsingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/2cbcb7a14cbfe11d1fcd3264c420461b,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}",{'Computer itself is great.  Mouse can without the USB part so that was disappointing.'},negative,UseAction,WorkTasks,Mouse,UsingAbility,Person,Universal,,negative,UseAction,Mouse,UsingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/e9c1ee7fbea2edc59e5c7e884c7fdfd1,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}",{'I like my new hp computer. It fits well on my desk'},positive,WorkAction,WorkTasks,,WorkingAbility,Person,Home,,positive,SetupAction,CompactSize,WorkingAbility,Person,Universal,Design,both
http://linked.aub.edu.lb/actionrec/Review/3c4577ce2d783064395241ca335f854e,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}","{'Love it , I would recommend this computer to anyone.'}",positive,TeachAction,WorkTasks,Microphone,TeachingAbility,Person,Home,,positive,RecommendAction,LaptopModel,UsingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/8a2e0dad34471b94e29bb6ac6734ff07,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}","{'Computer seems to be working just fine.  My concern is that Best Buy onlline service is sketchy , so what happens when assistance is needed'}",negative,WorkAction,WorkTasks,Service,WorkingAbility,Person,Universal,,negative,WorkAction,Service,WorkingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/5d443d650e66e2524a0007e57c2bd8ab,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}",{'Easy to put together and set up. Very nice. Its my first all-in-one computer. Im loving it so far.'},positive,PutAction,WorkTasks,,PuttingAbility,Person,Universal,,positive,PutAction,Setup,PuttingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/12a656de772f0a98290266aae7a373e9,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}",{'Very fast. Takes up less room. Live the fa t thT you can raise and lower the monitor.'},positive,UseAction,WorkTasks,TabletFunction,UsingAbility,Person,Universal,,positive,UseAction,Monitor,UsingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/109f4f5a223cd8b5c9f89a8c8d4decaf,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}",{'I love this all in one!  I use it at my store.  The touch screen features are terrific!'},positive,UseAction,WorkTasks,,UsingAbility,Teacher,Home,,positive,UseAction,EaseOfUsing,UsingAbility,Teacher,Home,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/725b2fe0239b72c76386e0917c1a52fa,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}",{'Long over due to upgrade laptop. Decided to try this all in one and it did not disappoint. Easy start up. Very happy with purchase.'},positive,StartAction,WorkTasks,,StartingAbility,Person,Home,,positive,StartAction,Setup,StartingAbility,Person,Home,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/d9103b7b9c12c2d97acbe443ad63847a,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}","{'This is my second HP All-in-One computer, My first gave out after 13 years of daily use. I like the adjustable stand and bright screen. It was easy to install, and I had the Geek Squad transfer all my pertinent files to my new computer in less than 24hrs.'}",positive,WorkAction,WorkTasks,BrightnessLevel,WorkingAbility,Person,Universal,,positive,WorkAction,BrightnessLevel,WorkingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/97c8711bf13948375e7a9fa37307507b,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}",{'Very Slick and smooth operation. Computer is made of great quality really enjoying it. Would hifgly recommend. Only con so far was I bout it doe 799.00 but it on sale 2 weeks kmlater for 100.00 dollars.'},positive,WorkAction,WorkTasks,Speed,WorkingAbility,Person,Universal,,positive,WorkAction,Speed,WorkingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/c1ac8eecded2cd368db069d4e5047edf,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}","{'I really like this computer. I need something with more storage to play my games on and this is perfect. The screen is big enough so I can see it (and it actually fixed my posture unlike bending down to look at my laptop). It""s fast and super hd. I love it'}",positive,PlayAction,Leisure,Speed,PlayingAbility,Person,Universal,,positive,PlayAction,Speed,PlayingAbility,Person,Universal,Leisure,both
http://linked.aub.edu.lb/actionrec/Review/f67a58f047561b5a4ec95a86aa89fbf1,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}",{'Great performance. Easy to set up. Great value. Love the adjustable height feature.'},positive,AdjustAction,WorkTasks,Height,AdjustingAbility,Person,Home,,positive,AdjustAction,Height,AdjustingAbility,Person,Home,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/fae7538988cac0221efb213794ff2dd6,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}","{'Easy set up, nice clear monitor, touch screen and the wireless mouse and wireless keyboard are amazing!'}",positive,WorkAction,WorkTasks,TouchScreen,WorkingAbility,Person,Home,,positive,WorkAction,TouchScreen,WorkingAbility,Person,Home,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/35e729a130d079a3140e42d9ac5ab010,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}",{'LOVE my All in one computer...so fast and easy ! for this older lady !'},positive,UseAction,WorkTasks,,UsingAbility,Person,Universal,,positive,UseAction,EaseOfUsing,UsingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/f570dbfc89dbb1efb1206325cce84e37,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}","{'great size, ease of use and simple to set up, quick and great pictures'}",positive,UseAction,WorkTasks,,UsingAbility,Person,Universal,,positive,UseAction,Setup,UsingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/9f8b31c60956095d5380e16d2546b09b,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}","{'I absolutely love my new computer. It""s convenient and easy to operate.'}",positive,OperateAction,WorkTasks,,OperatingAbility,Person,Universal,,positive,OperateAction,OperatingSystem,OperatingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/b4e96407590db800b354a8c60c68a1d5,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}",{'Great value. Takes up minimal space and easy to operate.'},positive,OperateAction,WorkTasks,SmoothMovement,OperatingAbility,Person,Home,,positive,OperateAction,SmoothMovement,OperatingAbility,Person,Home,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/9750c0d89d587fab1ffda13633a99d86,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}","{'The memory and processor are too slow, I would like to replace for the Intel Core i7'}",negative,RunAction,ProgramObject,Processor,RunningAbility,Person,Universal,,positive,RunAction,Processor,RunningAbility,Person,Universal,ProgramObject,both
http://linked.aub.edu.lb/actionrec/Review/18774ab744fe0a1a0c2945f4bf02831c,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}","{'I replaced an old mac all in one with this hp all in one. Great speed and good for games. Did""nt realize how much I missed windows'}",positive,PlayAction,Leisure,Speed,PlayingAbility,Person,Home,,positive,PlayAction,Speed,PlayingAbility,Person,Home,Leisure,both
http://linked.aub.edu.lb/actionrec/Review/cebe065d7b11f0faae56c277de67a095,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}",{'It is great not to have a tower.  So much h easier to use'},positive,WorkAction,WorkTasks,,WorkingAbility,Person,Home,,positive,WorkAction,Design,WorkingAbility,Person,Home,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/7c886877ae2bbfd55808296f59efe30b,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}","{'Great desktop, love the touchscreen feature and how clear the screen is.'}",positive,TouchAction,VideoObject,TouchScreen,TouchingAbility,Person,Universal,,positive,TouchAction,TouchScreen,TouchingAbility,Person,Universal,VideoObject,both
http://linked.aub.edu.lb/actionrec/Review/7c886877ae2bbfd55808296f59efe30b,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}","{'Great desktop, love the touchscreen feature and how clear the screen is.'}",positive,TouchAction,VideoObject,TouchScreen,TouchingAbility,Person,Universal,,positive,TouchAction,TouchScreen,TouchingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/a9f964bf85db632c146a1cc23ddb9123,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}",{'Excellent view and hands free use. Really makes it easy to use and adjust.'},positive,UseAction,WorkTasks,ScreenResolution,UsingAbility,Person,Universal,,positive,UseAction,ScreenResolution,UsingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/a093bda04f536e7439e446a7ece74067,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}","{'Love my new HP PC. Much easier to use than my old one. Everything I have to do is so much smoother on this new HP. Thank""s BEST BUY.'}",positive,DoAction,WorkTasks,,DoingAbility,Person,Universal,,positive,DoAction,EaseOfUsing,DoingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/932276a0f0fb41a6bf7137129afab02c,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}","{'Purchased as a gift for a friend who is a senior citizen. Although she generally has difficulty learning new technology, she had NO difficulty using this desk top. She has vision issues buy had NO difficulty seeing the screen. Keyboard keys are the right size for her. She likes that the computer does not require her to have the extra expense of WIFI.'}",positive,TypeAction,TypedDocuments,Keyboard,TypingAbility,Person,Universal,,positive,TypeAction,Keyboard,TypingAbility,Person,Universal,TypedDocuments,both
http://linked.aub.edu.lb/actionrec/Review/f3dd185050283407d0318297700b4fe2,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}","{'Great desktop computer at a great price. Tons of memory. Does everything I need it to do and then some.  I""m still learning about many of the features that weren""t available on my previous desktop but I""m very satisfied with my results.'}",positive,WorkAction,WorkTasks,Speed,WorkingAbility,Person,Universal,,positive,WorkAction,Speed,WorkingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/6ba27ef7518088963c807a6d11c93f8e,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}",{'Computer processor is fast and the adjustable monitor is nice.'},positive,AdjustAction,WorkTasks,ScreenQuality,AdjustingAbility,Person,Universal,,positive,AdjustAction,ScreenQuality,AdjustingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/319de8922d24f2678951a87021372ccd,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}",{'Our new computer is just what we needed.  It is fast and has more storage than we will ever use.  The larger screen makes seeing what we our working on so much easier.'},positive,SeeAction,Work,ScreenQuality,SeingAbility,Person,Home,,positive,SeeAction,ScreenQuality,SeingAbility,Person,Home,Work,both
http://linked.aub.edu.lb/actionrec/Review/9f96215669ca66d25f77fa3b5af58a77,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}",{'i like the big screen it is so much easier to see I like having a regular key board.'},positive,WorkAction,WorkTasks,ScreenSize,WorkingAbility,Person,Universal,,positive,WorkAction,ScreenSize,WorkingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/82603334ba32ae9510d2935e8f8cfb51,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}",{'This computer is awesome thinking to buy a second one for my wife..'},positive,BuyAction,Work,,BuyingAbility,Person,Universal,,positive,BuyAction,LaptopModel,BuyingAbility,Person,Universal,Work,both
http://linked.aub.edu.lb/actionrec/Review/9cc49252cd785e42dc98217a825827b5,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}",{'This little powerhouse of a computer is just what I was looking for. Compact and lightning fast. HP rarely disappoints. Would highly recommend!'},positive,WorkAction,WorkTasks,Speed,WorkingAbility,Person,Universal,,positive,WorkAction,Speed,WorkingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/5f6b2499790cec5207762ae8c07253d5,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}","{'Fast, good screen size. Just what I needed  Would highly recommend.'}",positive,WorkAction,WorkTasks,Speed,WorkingAbility,Person,Universal,,positive,WorkAction,Speed,WorkingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/e15476653bd663f551c27111db0f73aa,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}","{'Efficient office companionswift, reliable, and hassle-free. Exceeded expectations. A game-changer for productivity!""'}",positive,WorkAction,WorkTasks,Speed,WorkingAbility,Person,Home,,positive,WorkAction,EaseOfUsing,WorkingAbility,Person,Home,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/33dbb28937191b40e3fff982710a9723,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}","{'It""s definetely what I wanted and expected. I use it to work and study at the same time and I""ve had no issues with it. The combination of the processor and SSD speed it""s a great combo. The good size of the screen is amazing for watching movies. I""d say the only issue with this computer is the audio as it does not have good speakers, but it""s just good enough for casual music/video playing.'}",positive,WorkAction,WorkTasks,Speed,WorkingAbility,Person,Home,,positive,WorkAction,EasyToUse,WorkingAbility,Person,Home,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/e0cdd2c008721ebbae63cb0d2f54bd98,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}",{'The HP desktopWas simple to set up and program. Very easy to maneuver and set up your apps great product Great monitor nice size HP Rocks.'},positive,ProgramAction,WorkTasks,,ProgrammingAbility,Person,Universal,,positive,ProgramAction,Setup,ProgrammingAbility,Person,Universal,WorkTasks,both
http://linked.aub.edu.lb/actionrec/Review/e5b289b2032f84f13828c423e108e5db,"{'HP - 24"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 5 - 8GB Memory - 1TB SSD - Jet Black'}",{'Service was excellent So far the computer operates as well as I expected. The only glitch have so far is with a windows 11 update that the computer will not install properly. I am currently looking into the reason for this.'},negative,InstallAction,ApplicationsDownload,SoftwareUpdate,InstallingAbility,Person,Universal,,negative,InstallAction,SoftwareUpdate,InstallingAbility,Person,Universal,ApplicationsDownload,both
